"region","valår",Valdeltagande i riksdagsval, procent
"0563 Valdemarsvik","2002",80.7
"0563 Valdemarsvik","2006",82.5
"0563 Valdemarsvik","2010",85.0
"0563 Valdemarsvik","2014",87.1
"0580 Linköping","1973",92.0
"0580 Linköping","1976",92.7
"0580 Linköping","1979",91.7
"0580 Linköping","1982",92.5
"0580 Linköping","1985",91.3
"0580 Linköping","1988",87.6
"0580 Linköping","1991",88.3
"0580 Linköping","1994",88.7
"0580 Linköping","1998",83.8
"0580 Linköping","2002",82.9
"0580 Linköping","2006",85.0
"0580 Linköping","2010",87.3
"0580 Linköping","2014",88.0
"0581 Norrköping","1973",89.8
"0581 Norrköping","1976",91.1
"0581 Norrköping","1979",89.6
"0581 Norrköping","1982",90.8
"0581 Norrköping","1985",89.2
"0581 Norrköping","1988",84.4
"0581 Norrköping","1991",85.7
"0581 Norrköping","1994",85.9
"0581 Norrköping","1998",80.1
"0581 Norrköping","2002",78.9
"0581 Norrköping","2006",81.5
"0581 Norrköping","2010",83.8
"0581 Norrköping","2014",85.3
"0582 Söderköping","1973",92.4
"0582 Söderköping","1976",92.6
"0582 Söderköping","1979",91.6
"0582 Söderköping","1982",92.1
"0582 Söderköping","1985",90.4
"0582 Söderköping","1988",86.3
"0582 Söderköping","1991",87.7
"0582 Söderköping","1994",87.5
"0582 Söderköping","1998",83.1
"0582 Söderköping","2002",82.2
"0582 Söderköping","2006",84.1
"0582 Söderköping","2010",85.8
"0582 Söderköping","2014",88.3
"0583 Motala","1973",91.3
"0583 Motala","1976",92.3
"0583 Motala","1979",91.4
"0583 Motala","1982",92.0
"0583 Motala","1985",90.5
"0583 Motala","1988",86.5
"0583 Motala","1991",86.8
"0583 Motala","1994",87.4
"0583 Motala","1998",81.8
"0583 Motala","2002",79.9
"0583 Motala","2006",82.3
"0583 Motala","2010",86.0
"0583 Motala","2014",87.0
"0584 Vadstena","1973",..
"0584 Vadstena","1976",..
"0584 Vadstena","1979",91.4
"0584 Vadstena","1982",93.2
"0584 Vadstena","1985",91.9
"0584 Vadstena","1988",88.4
"0584 Vadstena","1991",89.2
"0584 Vadstena","1994",89.9
"0584 Vadstena","1998",84.1
"0584 Vadstena","2002",82.1
"0584 Vadstena","2006",84.3
"0584 Vadstena","2010",88.0
"0584 Vadstena","2014",88.1
"0586 Mjölby","1973",91.0
"0586 Mjölby","1976",92.4
"0586 Mjölby","1979",91.6
"0586 Mjölby","1982",92.1
"0586 Mjölby","1985",90.1
"0586 Mjölby","1988",86.2
"0586 Mjölby","1991",86.9
"0586 Mjölby","1994",87.4
"0586 Mjölby","1998",82.4
"0586 Mjölby","2002",80.9
"0586 Mjölby","2006",83.2
"0586 Mjölby","2010",85.8
"0586 Mjölby","2014",87.0
"0604 Aneby","1973",91.6
"0604 Aneby","1976",93.6
"0604 Aneby","1979",92.6
"0604 Aneby","1982",92.9
"0604 Aneby","1985",91.8
"0604 Aneby","1988",88.9
"0604 Aneby","1991",89.4
"0604 Aneby","1994",89.0
"0604 Aneby","1998",84.9
"0604 Aneby","2002",83.8
"0604 Aneby","2006",84.6
