year,municipality,value
1973,2510,4.9884506626226965
1973,2513,5.530815210051286
1973,2514,5.958713278379379
1973,2518,4.578160478113702
1973,2521,4.275199337927782
1973,2523,5.031711128313622
1973,2560,5.716373945079278
1973,2580,5.5286957976953595
1973,2581,4.924151702941958
1973,2582,5.4294471881700375
1973,2583,5.7544858415736515
1973,2584,3.973217503620612
1976,0114,9.631910934206681
1976,0115,8.686145748476779
1976,0117,8.464768948346494
1976,0120,9.87476223444827
1976,0123,9.18207981862416
1976,0125,8.31656782868645
1976,0126,9.00959983326076
1976,0127,7.9827631842775375
1976,0128,8.500827305649146
1976,0136,8.91307265887927
1976,0138,8.729503117743171
1976,0139,8.254943005959522
1976,0140,8.08798643699738
1976,0160,9.320793810651928
1976,0162,10.004261792880648
1976,0163,10.022478631705669
1976,0180,9.98139565841271
1976,0181,8.21366167798472
1976,0182,9.184213825436318
1976,0183,10.338914903213034
1976,0184,10.29462762345711
1976,0186,9.156349479415798
1976,0187,8.453263044981668
1976,0188,8.002136235013248
1976,0191,9.495095235595873
1976,0192,9.058579282947186
1976,0305,8.033683476882741
1976,0319,8.543533938302483
1976,0330,9.024423303478018
1976,0331,7.435221275358071
1976,0360,7.40836027336793
1976,0380,8.046384909586111
1976,0381,8.174926920184491
1976,0382,7.43493056661574
1976,0428,8.022599314911536
1976,0461,8.790148376890887
1976,0480,8.759485672476618
1976,0481,10.674825658532832
1976,0482,7.956491128920478
1976,0483,8.31542515252933
1976,0484,8.91116550961893
1976,0486,8.056869281464852
1976,0488,8.791310340314446
1976,0509,9.383369015673647
1976,0512,8.788460721968146
1976,0513,8.506473522416877
1976,0560,9.30758020435139
1976,0561,9.052920625935082
1976,0562,8.92566838450714
1976,0563,9.971219068036701
1976,0580,9.297810139013823
1976,0581,10.001954829092684
1976,0582,9.95370344887189
1976,0583,8.992174743243403
1976,0584,9.80493257416446
1976,0586,9.580904609918452
1976,0604,8.682815476753913
1976,0617,9.534910124352384
1976,0642,9.437635009957917
1976,0643,9.713108174712584
1976,0662,10.569467200948086
1976,0665,9.652689609781525
1976,0680,10.760959891396821
1976,0682,8.633949771075704
1976,0683,10.205468055619649
1976,0684,8.821999282195243
1976,0685,8.709154412268155
1976,0686,8.396479501097861
1976,0687,8.982968654667392
1976,0760,8.845268525380872
1976,0761,9.75957338970141
1976,0763,10.440505695177535
1976,0764,10.548427250729413
1976,0765,11.146659098067719
1976,0767,10.837526153899228
1976,0780,9.86848199525573
1976,0781,11.269440432576513
1976,0821,9.717824705426205
1976,0834,11.10046868680385
1976,0840,11.6436881538089
1976,0860,9.400409489613128
1976,0861,10.23472668862635
1976,0862,9.882697208025558
1976,0880,10.825748233724232
1976,0881,9.965996966980178
1976,0882,10.224950119019274
1976,0883,10.500870727858526
1976,0884,9.743756858068712
1976,0885,11.023879566850011
1976,0980,10.088496090321387
1976,1060,11.243251937785862
1976,1080,11.064797816193604
1976,1081,11.129435817776844
1976,1082,11.633579107971642
1976,1083,12.000228767046163
1976,1214,12.31113377461929
1976,1230,11.98270932385436
1976,1231,12.248308318229956
1976,1233,12.553473566670572
1976,1256,11.555812231638686
1976,1257,11.754372927792083
1976,1260,12.290961456527146
1976,1261,12.364501616693325
1976,1262,12.328271736122364
1976,1263,12.150513253799136
1976,1264,12.095336715450365
1976,1265,11.895882898946663
1976,1266,11.830650567759925
1976,1267,11.886266316402835
1976,1270,11.649475376661526
1976,1272,12.00206723520284
1976,1273,11.199512842591082
1976,1275,11.874279119192913
1976,1276,12.286627979997867
1976,1277,12.216145815279798
1976,1278,11.986159409445376
1976,1280,12.385485516547686
1976,1281,11.900000000000002
1976,1282,12.605968593653666
1976,1283,12.56473331225973
1976,1284,12.414411142839288
1976,1285,11.899999999999999
1976,1286,12.026430253895725
1976,1287,12.57176517977028
1976,1290,12.142837526257612
1976,1291,12.159109931677683
1976,1292,12.163861508660425
1976,1293,11.49778506400597
1976,1315,11.24062428403743
1976,1380,11.573879642203082
1976,1381,11.734333755878527
1976,1382,11.543019820000147
1976,1383,12.027614724114374
1976,1384,11.909989973148658
1976,1401,11.893764328190455
1976,1402,12.207405294931158
1976,1407,12.427481613544558
1976,1415,12.110418974424864
1976,1419,12.037849910647672
1976,1421,11.681259839435334
1976,1427,11.833820255076354
1976,1430,10.904997383790485
1976,1435,11.143912357124858
1976,1438,10.244080728575499
1976,1439,10.612758677777835
1976,1440,12.219871178440188
1976,1441,12.018975695802935
1976,1442,10.876919862512562
1976,1443,11.395282136620764
1976,1444,10.892494897101905
1976,1445,10.986612942209455
1976,1446,9.786562930350826
1976,1447,9.166737148211178
1976,1452,9.381063688023943
1976,1460,9.799375303583945
1976,1461,9.900013085814937
1976,1462,11.941937737732806
1976,1463,11.67499879192807
1976,1465,10.427937230161174
1976,1466,10.230178963568644
1976,1470,10.681657341944616
1976,1471,10.073048051280532
1976,1472,9.807519928896326
1976,1473,9.530676821408523
1976,1480,12.403072359365229
1976,1481,12.188768622814921
1976,1482,12.135307320390735
1976,1484,11.495984664259506
1976,1485,11.275764528912617
1976,1486,11.316265450667363
1976,1487,10.753859796102768
1976,1488,11.50221511036308
1976,1489,11.457835510497596
1976,1490,10.866891225751797
1976,1491,9.210548463284857
1976,1492,9.61660611546641
1976,1493,10.163473412577323
1976,1494,10.501069213526053
1976,1495,10.028936339668089
1976,1496,9.688151478002661
1976,1497,9.94306310674671
1976,1498,9.532723600627138
1976,1499,9.594041464988065
1976,1715,8.43548973180384
1976,1730,9.122407953111232
1976,1737,6.926588343107602
1976,1760,7.78411425629529
1976,1761,8.700707138425887
1976,1762,7.741694370810126
1976,1763,8.017855704556549
1976,1764,8.65207170791248
1976,1765,9.281951101278118
1976,1766,8.135138160953717
1976,1780,8.031728072532623
1976,1781,8.970731008237316
1976,1782,6.504498955255119
1976,1783,6.994084866347819
1976,1784,8.460612279037461
1976,1785,8.931330697931738
1976,1814,8.05801829313872
1976,1860,8.768493427855706
1976,1861,8.171733875241463
1976,1862,8.686027194233871
1976,1863,5.3737228899936405
1976,1864,3.6258045529325402
1976,1880,7.561441725424071
1976,1881,7.894966955160427
1976,1882,8.46830522386155
1976,1883,7.758301815275027
1976,1884,6.463608385523243
1976,1885,5.411283278079383
1976,1904,4.823923451296217
1976,1907,5.779079843424292
1976,1960,7.6414858616210015
1976,1961,7.18053062847638
1976,1962,4.111793148448653
1976,1980,8.114584317402423
1976,1981,5.724665813072576
1976,1982,4.1657482601475575
1976,1983,6.3819035062311755
1976,1984,6.754281250096174
1976,2021,6.103321949350869
1976,2023,6.498593575587952
1976,2026,5.575925313933057
1976,2029,5.922182897681415
1976,2031,5.075324418165459
1976,2034,6.329270676631282
1976,2039,6.960586383256705
1976,2061,4.7575326194948335
1976,2062,5.897661895097999
1976,2080,4.612995651510856
1976,2081,4.964710370899655
1976,2082,5.098638693449548
1976,2083,4.275133394921938
1976,2084,4.25405536452656
1976,2085,5.038777345695682
1976,2101,4.71196921783091
1976,2104,4.27270422005632
1976,2121,5.72521712887792
1976,2132,5.013452763308228
1976,2161,5.687314282105307
1976,2180,6.204995656684159
1976,2181,4.986854764002154
1976,2182,5.022455533150028
1976,2183,5.720088740352552
1976,2184,5.163122716140537
1976,2260,5.389045611691734
1976,2262,5.0655758249164995
1976,2280,5.380186987031132
1976,2281,5.011245845402451
1976,2282,5.230842272465128
1976,2283,3.469788297909124
1976,2284,2.924338176989384
1976,2303,4.6164152481446745
1976,2305,4.920304508602966
1976,2309,5.401908767837271
1976,2313,5.885568457225296
1976,2321,5.902556955473342
1976,2326,5.5811101807152745
1976,2361,6.5517005327994635
1976,2380,6.3717237750234705
1976,2401,3.6505754666406824
1976,2403,3.1841565587775498
1976,2404,2.2890154202307214
1976,2409,5.1959913874210955
1976,2417,2.8497424156628024
1976,2418,4.852534651199717
1976,2421,3.379443971346989
1976,2422,3.8402171101082074
1976,2425,3.594248197664913
1976,2460,3.174213372283373
1976,2462,3.3722922726240228
1976,2463,4.946248017563315
1976,2480,3.798992196289337
1976,2481,4.42437801283236
1976,2482,3.6707421310306203
1976,2505,3.3760246746773257
1976,2506,3.039427573335735
1976,2510,3.044127182832468
1976,2513,4.835231202081349
1976,2514,4.748512424183817
1976,2518,4.392833763962935
1976,2521,4.528968110224186
1976,2523,3.9959327162938307
1976,2560,3.939204266873601
1976,2580,3.629042565871068
1976,2581,3.224054828946838
1976,2582,4.3280691798595505
1976,2583,4.830195440577582
1976,2584,4.200234612482332
1979,0114,7.045423129772355
1979,0115,6.073858529312238
1979,0117,6.834401129664957
1979,0120,8.467138583113055
1979,0123,6.972051144256679
1979,0125,7.449672018546716
1979,0126,7.115494135211318
1979,0127,7.13723216115474
1979,0128,7.55814931955014
1979,0136,7.20675423541763
1979,0138,7.49375969267755
1979,0139,7.194168312013552
1979,0140,7.906042243516994
1979,0160,7.45177067285505
1979,0162,7.452377333002158
1979,0163,7.128812364628054
1979,0180,7.293284851429197
1979,0181,7.909954470348582
1979,0182,7.557080778391613
1979,0183,7.23590350293571
1979,0184,7.368575224164132
1979,0186,7.583620669730061
1979,0187,7.370513618416425
1979,0188,6.915503357022033
1979,0191,7.118955810490977
1979,0192,7.2771912691747564
1979,0305,7.181291950645226
1979,0319,7.366294969530073
1979,0330,6.988242064889514
1979,0331,6.733476977722303
1979,0360,6.588982708488471
1979,0380,6.710947609825045
1979,0381,6.987293736973631
1979,0382,6.301131542481517
1979,0428,6.454037888974474
1979,0461,8.094157688577464
1979,0480,7.4602210935155515
1979,0481,8.14247715389708
1979,0482,7.273539885424126
1979,0483,8.137932285330375
1979,0484,7.766552573818167
1979,0486,7.663594382931846
1979,0488,7.996969776838099
1979,0509,7.046410241246312
1979,0512,6.90991315399577
1979,0513,7.417743780604322
1979,0560,7.03634703709678
1979,0561,7.08899717682737
1979,0562,7.170534666057534
1979,0563,7.511385373767078
1979,0580,7.500416398464893
1979,0581,7.813501279121644
1979,0582,7.661783806924428
1979,0583,6.936733582863822
1979,0584,7.730119867764231
1979,0586,7.274577708407933
1979,0604,6.0089215257041975
1979,0617,5.897713172152196
1979,0642,5.817680329232538
1979,0643,6.479351067644503
1979,0662,6.219999766874896
1979,0665,5.664522981347932
1979,0680,6.092335672275061
1979,0682,5.882929811390397
1979,0683,5.883763160899643
1979,0684,5.334772731052803
1979,0685,6.0821542922632625
1979,0686,6.40338407206493
1979,0687,6.353328380482244
1979,0760,6.314978366907918
1979,0761,6.639939144027633
1979,0763,7.01316516426351
1979,0764,7.03223691508339
1979,0765,7.331840185765774
1979,0767,5.518832820680885
1979,0780,6.733052410029525
1979,0781,6.953739697456545
1979,0821,7.457978795307189
1979,0834,8.17831497844398
1979,0840,9.264148267611738
1979,0860,7.340219907539037
1979,0861,7.548640813869526
1979,0862,7.262275442726564
1979,0880,8.388028015618737
1979,0881,7.806283348217715
1979,0882,8.075922937818909
1979,0883,7.518226150697226
1979,0884,7.397314134496491
1979,0885,9.28707340616867
1979,0980,7.90306513555437
1979,1060,7.971137906584951
1979,1080,7.864500461211793
1979,1081,8.053908702700223
1979,1082,8.146180337012954
1979,1083,8.88910417703647
1979,1214,9.422653711002708
1979,1230,10.066511318792651
1979,1231,10.96009934111128
1979,1233,10.83584016749535
1979,1256,8.201393652261148
1979,1257,6.738224444921432
1979,1260,9.481926822046697
1979,1261,10.509657626872038
1979,1262,10.820069400107302
1979,1263,10.28884156106922
1979,1264,9.887652262215777
1979,1265,9.441265619431421
1979,1266,8.9913013906313
1979,1267,8.357221876439267
1979,1270,9.90256404185666
1979,1272,8.914976639903484
1979,1273,7.503716545597637
1979,1275,7.10256899167411
1979,1276,7.701454066603971
1979,1277,8.608644429350564
1979,1278,8.950431220406715
1979,1280,11.134146372334847
1979,1281,9.219020557234973
1979,1282,10.29673059829109
1979,1283,10.33015667019097
1979,1284,10.174957920918033
1979,1285,8.644131450666087
1979,1286,10.07731425079252
1979,1287,10.288617285124813
1979,1290,9.48812202926513
1979,1291,10.08638570580154
1979,1292,7.865149983654063
1979,1293,7.582857510866337
1979,1315,5.826437170631916
1979,1380,8.178212049494043
1979,1381,6.4034152333537495
1979,1382,6.2063965859017065
1979,1383,6.875035159004837
1979,1384,6.97530733216606
1979,1401,5.835328475973324
1979,1402,6.021966799028402
1979,1407,8.448388714670989
1979,1415,6.345690151707868
1979,1419,5.978184747246137
1979,1421,5.939215523360377
1979,1427,8.359946407744191
1979,1430,5.819651017701713
1979,1435,6.7176998674676085
1979,1438,5.866852142292874
1979,1439,5.584012080850512
1979,1440,6.455369140484639
1979,1441,6.034004154872839
1979,1442,5.91513220471224
1979,1443,5.4788632332261
1979,1444,6.5299038201065
1979,1445,5.988961426744901
1979,1446,7.269877849009686
1979,1447,6.41747558468184
1979,1452,6.077683336150497
1979,1460,5.2319392888765215
1979,1461,5.798126229308466
1979,1462,6.8047738700597415
1979,1463,5.5359171643596365
1979,1465,5.877600994605624
1979,1466,5.265193236384759
1979,1470,6.410858248122642
1979,1471,7.595211907472855
1979,1472,8.264050558724826
1979,1473,6.447146099103589
1979,1480,6.099331679179209
1979,1481,6.603395212477051
1979,1482,6.260105736064765
1979,1484,6.853986028872722
1979,1485,6.06894453722186
1979,1486,7.886693617890937
1979,1487,6.890243022583829
1979,1488,7.219970690756343
1979,1489,5.808409298279539
1979,1490,6.059020340386375
1979,1491,4.743131472486753
1979,1492,5.759664652858804
1979,1493,8.74080447989331
1979,1494,6.528623000586082
1979,1495,6.0420400769809905
1979,1496,7.926207285016685
1979,1497,8.387577626273163
1979,1498,6.76588641140669
1979,1499,5.6120286220520095
1979,1715,6.619052856253598
1979,1730,5.2093539245948985
1979,1737,4.997877730204451
1979,1760,6.444178657044708
1979,1761,7.085317268803318
1979,1762,5.985597643970912
1979,1763,6.293613734541939
1979,1764,6.248032889853352
1979,1765,5.394210194962692
1979,1766,6.494114309181821
1979,1780,6.581337857772688
1979,1781,6.589055922150166
1979,1782,5.608701930862539
1979,1783,5.022106425030381
1979,1784,5.677381724608796
1979,1785,5.999096154858018
1979,1814,6.909078734689695
1979,1860,6.293738737744142
1979,1861,6.89457232354635
1979,1862,7.008946991942037
1979,1863,5.666036837341544
1979,1864,5.133473807045209
1979,1880,7.178210930020106
1979,1881,6.957811993895596
1979,1882,6.740930498022687
1979,1883,6.485273229831511
1979,1884,6.454470006848977
1979,1885,6.721331350281231
1979,1904,6.903452733634013
1979,1907,7.432351580111634
1979,1960,7.426579851353867
1979,1961,7.50336719230385
1979,1962,7.30692255200995
1979,1980,7.916406562513155
1979,1981,7.094406626602497
1979,1982,7.1772118678537815
1979,1983,7.074807697803681
1979,1984,7.092699695317599
1979,2021,5.116904926916839
1979,2023,4.25020592947453
1979,2026,4.849512816294403
1979,2029,6.394298497961654
1979,2031,5.89472673537913
1979,2034,5.53741595263239
1979,2039,4.136254291887376
1979,2061,6.857076268592228
1979,2062,5.756199175123803
1979,2080,6.663095469750545
1979,2081,7.060681983188706
1979,2082,7.1435713757419474
1979,2083,7.498940586210024
1979,2084,6.809255122241444
1979,2085,5.006102349442165
1979,2101,5.805786917554303
1979,2104,7.586142333796779
1979,2121,6.14980884788108
1979,2132,6.098783438294275
1979,2161,5.05389671513564
1979,2180,7.575931762427526
1979,2181,7.514793613566362
1979,2182,6.028222475839742
1979,2183,5.359826418370175
1979,2184,6.329485128130308
1979,2260,4.9284368770297045
1979,2262,6.209971034179755
1979,2280,6.090933429023267
1979,2281,5.687696166558827
1979,2282,5.3294221734134
1979,2283,3.769718491716524
1979,2284,4.896150779727703
1979,2303,4.263827645389318
1979,2305,4.520304508602965
1979,2309,3.4577122950724033
1979,2313,2.2821133504754645
1979,2321,3.73153626891007
1979,2326,4.02187360224303
1979,2361,4.806974231623202
1979,2380,4.425248004116951
1979,2401,5.919115647945854
1979,2403,4.848335547020545
1979,2404,4.071007996714841
1979,2409,6.305543055944691
1979,2417,3.884132134313451
1979,2418,3.676840928039836
1979,2421,0.7085190219496206
1979,2422,2.1062859514851247
1979,2425,2.5956114911639103
1979,2460,5.252825837672578
1979,2462,2.227066639992618
1979,2463,2.7257845455176857
1979,2480,5.877404935849353
1979,2481,3.990848719301002
1979,2482,5.080956580676109
1979,2505,4.310682881077143
1979,2506,1.9244074533186932
1979,2510,3.6358199771383317
1979,2513,7.0974735987766415
1979,2514,7.796255516883694
1979,2518,7.249585537922709
1979,2521,5.8330452008538485
1979,2523,4.404036825403974
1979,2560,5.611826975013405
1979,2580,8.034260840460929
1979,2581,5.6314820849318075
1979,2582,6.960534644946275
1979,2583,7.615372651947839
1979,2584,3.609259591958753
1982,0114,14.750501610325784
1982,0115,14.38681058236704
1982,0117,14.234445730568035
1982,0120,13.390633497908391
1982,0123,14.473183906057013
1982,0125,14.057316667730992
1982,0126,13.95946032887667
1982,0127,13.545236120108685
1982,0128,13.915260527843008
1982,0136,13.10963670522997
1982,0138,13.611578286277439
1982,0139,14.34536411524019
1982,0140,14.753959322427697
1982,0160,14.737042464900254
1982,0162,14.808853232910852
1982,0163,14.79137492261777
1982,0180,14.623413442025418
1982,0181,13.71476857051437
1982,0182,14.269578223779977
1982,0183,14.81637242082502
1982,0184,14.816393545051618
1982,0186,14.537413504942489
1982,0187,14.354717090385007
1982,0188,14.54839380126907
1982,0191,14.896285763909725
1982,0192,12.581272015401613
1982,0305,15.021657388337813
1982,0319,12.599732126526941
1982,0330,14.823547535507732
1982,0331,13.257280934603509
1982,0360,13.329565671822023
1982,0380,14.472921538384643
1982,0381,13.76324765217157
1982,0382,14.167873726077685
1982,0428,14.8061852161014
1982,0461,14.680440981112017
1982,0480,14.454078699103539
1982,0481,13.071621709093566
1982,0482,15.193134337235634
1982,0483,15.554312838826034
1982,0484,15.89152867137788
1982,0486,14.18264549742402
1982,0488,12.811095070808612
1982,0509,15.74015993790981
1982,0512,15.973908188735876
1982,0513,16.28774376961784
1982,0560,16.772640048694985
1982,0561,16.61611085454953
1982,0562,16.249789318929107
1982,0563,14.956509613624945
1982,0580,17.07874749126245
1982,0581,15.909439414691288
1982,0582,15.558315421607924
1982,0583,15.785711693348919
1982,0584,15.949154827840056
1982,0586,16.931129861791874
1982,0604,15.831240354062576
1982,0617,14.712301530643952
1982,0642,16.085289869447973
1982,0643,16.13035117803967
1982,0662,15.043977976148799
1982,0665,15.340747196726038
1982,0680,16.333583045816226
1982,0682,15.381920094974168
1982,0683,14.909112623699295
1982,0684,14.811274505063437
1982,0685,15.451814890614813
1982,0686,15.200125760484466
1982,0687,16.113614990721942
1982,0760,15.848079531976994
1982,0761,15.634835710813517
1982,0763,15.537288623184423
1982,0764,15.710715928949256
1982,0765,15.605925769332096
1982,0767,15.052490318805843
1982,0780,15.821146536213993
1982,0781,15.295352073234152
1982,0821,16.049117456659488
1982,0834,14.143836767452981
1982,0840,14.67992316720808
1982,0860,15.301526528646738
1982,0861,15.736466835532045
1982,0862,15.012069589030492
1982,0880,14.255210624140124
1982,0881,15.079703771862645
1982,0882,16.361491860478637
1982,0883,15.847400967992296
1982,0884,15.672447279775556
1982,0885,15.08647426679933
1982,0980,15.975137648121732
1982,1060,14.606198349898246
1982,1080,14.236842151815495
1982,1081,14.447151840385011
1982,1082,13.879927095268643
1982,1083,14.708094695717996
1982,1214,16.476231136202927
1982,1230,17.98290681680333
1982,1231,18.199161360784124
1982,1233,16.938019089529448
1982,1256,15.4764210400378
1982,1257,15.651773988200112
1982,1260,15.824686915708055
1982,1261,17.13057847196475
1982,1262,17.648109188256356
1982,1263,17.462827046364346
1982,1264,16.40053360403034
1982,1265,16.008308800553475
1982,1266,16.163387841450913
1982,1267,15.597570583989192
1982,1270,16.808402664374505
1982,1272,14.993322597310597
1982,1273,15.652223640855507
1982,1275,16.028561911229428
1982,1276,16.361165867419064
1982,1277,15.650315348728842
1982,1278,14.965409838901607
1982,1280,18.049217497385815
1982,1281,16.707200026816988
1982,1282,16.436721590491082
1982,1283,15.474595348710574
1982,1284,15.12744895823647
1982,1285,16.0440311529508
1982,1286,15.81731115318609
1982,1287,16.192496547028355
